condition,glasses1,glasses2,begin_loop.thisRepN,begin_loop.thisTrialN,begin_loop.thisN,begin_loop.thisIndex,begin_loop.ran,participant,PROLIFIC_ID*,date,expName,psychopyVersion,OS,frameRate,session,similarity_resp.keys,similarity_resp.rt,bl_loop.thisRepN,bl_loop.thisTrialN,bl_loop.thisN,bl_loop.thisIndex,bl_loop.ran,ask_glasses,glasses_left_num,glasses_right_num,classification_glasses,class_resp.keys,class_resp.rt,class_loop.thisRepN,class_loop.thisTrialN,class_loop.thisN,class_loop.thisIndex,class_loop.ran,manipulation_check,key_resp_3.keys,key_resp_3.rt
upright_glasses,rectangle_round_001.png,rectangle_round_101.png,0,0,0,0,1,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,period,2.599,0,0,0,10,1,glasses1,4,2,,,,,,,,,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,period,1.918,0,1,1,15,1,glasses1,5,3,,,,,,,,,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,x,2.596,0,2,2,7,1,glasses1,5,7,,,,,,,,,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,period,1.918,0,3,3,26,1,glasses2,7,9,,,,,,,,,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,x,2.311,0,4,4,6,1,glasses1,3,5,,,,,,,,,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,period,1.751,0,5,5,20,1,glasses2,4,6,,,,,,,,,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,x,2.148,0,6,6,0,1,glasses1,0,2,,,,,,,,,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,x,1.913,0,7,7,34,1,glasses2,7,5,,,,,,,,,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,x,2.027,0,8,8,18,1,glasses2,0,2,,,,,,,,,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,period,1.893,0,9,9,23,1,glasses2,1,3,,,,,,,,,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,period,1.62,0,10,10,22,1,glasses2,8,10,,,,,,,,,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,x,1.777,0,11,11,31,1,glasses2,10,8,,,,,,,,,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,period,1.836,0,12,12,13,1,glasses1,10,8,,,,,,,,,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,x,1.713,0,13,13,2,1,glasses1,4,6,,,,,,,,,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,x,1.845,0,14,14,5,1,glasses1,1,3,,,,,,,,,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,x,1.564,0,15,15,4,1,glasses1,8,10,,,,,,,,,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,period,1.609,0,16,16,17,1,glasses1,9,7,,,,,,,,,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,x,1.596,0,17,17,33,1,glasses2,5,3,,,,,,,,,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,period,1.418,0,18,18,12,1,glasses1,8,6,,,,,,,,,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,x,1.831,0,19,19,8,1,glasses1,7,9,,,,,,,,,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,x,1.798,0,20,20,29,1,glasses2,6,4,,,,,,,,,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,period,1.566,0,21,21,16,1,glasses1,7,5,,,,,,,,,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,x,2.362,0,22,22,32,1,glasses2,3,1,,,,,,,,,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,period,2.574,0,23,23,14,1,glasses1,3,1,,,,,,,,,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,x,1.827,0,24,24,27,1,glasses2,2,0,,,,,,,,,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,x,1.863,0,25,25,28,1,glasses2,4,2,,,,,,,,,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,period,1.463,0,26,26,11,1,glasses1,6,4,,,,,,,,,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,period,1.963,0,27,27,24,1,glasses2,3,5,,,,,,,,,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,period,1.297,0,28,28,21,1,glasses2,6,8,,,,,,,,,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,x,1.574,0,29,29,3,1,glasses1,6,8,,,,,,,,,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,period,1.998,0,30,30,9,1,glasses1,2,0,,,,,,,,,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,x,1.268,0,31,31,1,1,glasses1,2,4,,,,,,,,,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,x,1.579,0,32,32,35,1,glasses2,9,7,,,,,,,,,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,period,1.96,0,33,33,19,1,glasses2,2,4,,,,,,,,,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,x,1.868,0,34,34,30,1,glasses2,8,6,,,,,,,,,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,period,2.031,0,35,35,25,1,glasses2,5,7,,,,,,,,,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_011.png,x,4.01,0,0,0,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_051.png,x,4.131,1,0,1,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_021.png,x,1.419,2,0,2,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_051.png,x,2.164,3,0,3,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_021.png,x,0.635,4,0,4,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_061.png,period,0.534,5,0,5,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_091.png,period,0.553,6,0,6,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_001.png,x,0.65,7,0,7,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_091.png,period,0.474,8,0,8,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_071.png,period,0.515,9,0,9,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_041.png,x,0.497,10,0,10,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_081.png,period,0.438,11,0,11,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_031.png,x,1.855,12,0,12,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_011.png,x,0.648,13,0,13,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_061.png,period,0.501,14,0,14,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_021.png,x,0.479,15,0,15,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_081.png,period,0.469,16,0,16,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_051.png,x,0.648,17,0,17,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_061.png,period,0.565,18,0,18,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_001.png,x,0.566,19,0,19,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_021.png,x,0.528,20,0,20,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_041.png,x,0.666,21,0,21,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_081.png,period,0.416,22,0,22,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_081.png,period,0.369,23,0,23,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_061.png,period,0.334,24,0,24,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_061.png,period,0.506,25,0,25,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_041.png,period,0.432,26,0,26,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_031.png,x,0.399,27,0,27,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_101.png,period,0.415,28,0,28,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_001.png,x,0.531,29,0,29,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_001.png,x,0.47,30,0,30,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_031.png,x,0.398,31,0,31,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_001.png,x,0.383,32,0,32,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_061.png,period,0.496,33,0,33,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_091.png,period,0.566,34,0,34,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_021.png,x,1.337,35,0,35,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_081.png,period,0.582,36,0,36,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_041.png,x,0.586,37,0,37,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_101.png,x,0.398,38,0,38,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_051.png,x,1.274,39,0,39,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_071.png,period,0.468,40,0,40,0,1,,,
,,,,,,,,21,60ff498fc1be4698581b3578,2021-07-26_22h13.01.150,glasses,2021.1.4,MacIntel,62.5,1,,,,,,,,,,,rectangle_round_031.png,period,0.853,41,0,41,0,1,,,
