condition,glasses1,glasses2,begin_loop.thisRepN,begin_loop.thisTrialN,begin_loop.thisN,begin_loop.thisIndex,begin_loop.ran,participant,PROLIFIC_ID*,date,expName,psychopyVersion,OS,frameRate,session,similarity_resp.keys,similarity_resp.rt,bl_loop.thisRepN,bl_loop.thisTrialN,bl_loop.thisN,bl_loop.thisIndex,bl_loop.ran,ask_glasses,glasses_left_num,glasses_right_num,classification_glasses,class_resp.keys,class_resp.rt,class_loop.thisRepN,class_loop.thisTrialN,class_loop.thisN,class_loop.thisIndex,class_loop.ran,manipulation_check,key_resp_3.keys,key_resp_3.rt
inverted_glasses,oval_rectangle_001.png,oval_rectangle_101.png,0,0,0,0,1,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,x,3.1425,0,0,0,22,1,glasses2,8,10,,,,,,,,,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,period,11.0008,0,1,1,11,1,glasses1,6,4,,,,,,,,,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,period,2.5428,0,2,2,31,1,glasses2,10,8,,,,,,,,,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,period,2.4088,0,3,3,10,1,glasses1,4,2,,,,,,,,,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,x,3.4452,0,4,4,26,1,glasses2,7,9,,,,,,,,,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,x,2.2892,0,5,5,30,1,glasses2,8,6,,,,,,,,,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,period,2.0651,0,6,6,12,1,glasses1,8,6,,,,,,,,,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,period,1.9782,0,7,7,13,1,glasses1,10,8,,,,,,,,,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,x,2.3201,0,8,8,3,1,glasses1,6,8,,,,,,,,,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,x,2.0665,0,9,9,35,1,glasses2,9,7,,,,,,,,,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,period,2.0275,0,10,10,24,1,glasses2,3,5,,,,,,,,,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,period,2.2638,0,11,11,23,1,glasses2,1,3,,,,,,,,,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,x,2.434,0,12,12,28,1,glasses2,4,2,,,,,,,,,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,x,2.5504,0,13,13,2,1,glasses1,4,6,,,,,,,,,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,period,2.1647,0,14,14,25,1,glasses2,5,7,,,,,,,,,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,x,2.2915,0,15,15,34,1,glasses2,7,5,,,,,,,,,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,x,2.3836,0,16,16,4,1,glasses1,8,10,,,,,,,,,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,period,2.048,0,17,17,18,1,glasses2,0,2,,,,,,,,,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,x,2.2127,0,18,18,29,1,glasses2,6,4,,,,,,,,,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,x,2.6154,0,19,19,20,1,glasses2,4,6,,,,,,,,,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,x,7.7575,0,20,20,33,1,glasses2,5,3,,,,,,,,,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,period,2.1274,0,21,21,17,1,glasses1,9,7,,,,,,,,,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,period,2.0658,0,22,22,15,1,glasses1,5,3,,,,,,,,,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,x,2.132,0,23,23,32,1,glasses2,3,1,,,,,,,,,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,period,2.0768,0,24,24,5,1,glasses1,1,3,,,,,,,,,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,x,2.1295,0,25,25,6,1,glasses1,3,5,,,,,,,,,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,period,1.974,0,26,26,19,1,glasses2,2,4,,,,,,,,,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,period,1.8626,0,27,27,21,1,glasses2,6,8,,,,,,,,,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,x,2.028,0,28,28,1,1,glasses1,2,4,,,,,,,,,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,x,2.9101,0,29,29,27,1,glasses2,2,0,,,,,,,,,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,x,2.1337,0,30,30,8,1,glasses1,7,9,,,,,,,,,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,period,2.077,0,31,31,16,1,glasses1,7,5,,,,,,,,,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,x,2.2039,0,32,32,7,1,glasses1,5,7,,,,,,,,,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,period,2.1268,0,33,33,14,1,glasses1,3,1,,,,,,,,,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,x,2.0682,0,34,34,0,1,glasses1,0,2,,,,,,,,,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,period,1.9907,0,35,35,9,1,glasses1,2,0,,,,,,,,,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,,,,,,,,,,,oval_rectangle_091.png,period,1.0951,0,0,0,0,1,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,,,,,,,,,,,oval_rectangle_081.png,period,2.4386,1,0,1,0,1,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,,,,,,,,,,,oval_rectangle_021.png,x,1.0988,2,0,2,0,1,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,,,,,,,,,,,oval_rectangle_041.png,period,1.0929,3,0,3,0,1,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,,,,,,,,,,,oval_rectangle_071.png,period,1.0585,4,0,4,0,1,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,,,,,,,,,,,oval_rectangle_001.png,x,1.0964,5,0,5,0,1,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,,,,,,,,,,,oval_rectangle_091.png,period,1.3196,6,0,6,0,1,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,,,,,,,,,,,oval_rectangle_051.png,period,1.0605,7,0,7,0,1,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,,,,,,,,,,,oval_rectangle_001.png,x,1.1134,8,0,8,0,1,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,,,,,,,,,,,oval_rectangle_041.png,period,1.4197,9,0,9,0,1,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,,,,,,,,,,,oval_rectangle_011.png,x,1.5946,10,0,10,0,1,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,,,,,,,,,,,oval_rectangle_001.png,x,1.9104,11,0,11,0,1,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,,,,,,,,,,,oval_rectangle_021.png,x,0.7237,12,0,12,0,1,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,,,,,,,,,,,oval_rectangle_081.png,period,1.0733,13,0,13,0,1,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,,,,,,,,,,,oval_rectangle_021.png,x,1.0192,14,0,14,0,1,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,,,,,,,,,,,oval_rectangle_091.png,period,1.7818,15,0,15,0,1,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,,,,,,,,,,,oval_rectangle_071.png,period,1.2325,16,0,16,0,1,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,,,,,,,,,,,oval_rectangle_041.png,period,1.206,17,0,17,0,1,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,,,,,,,,,,,oval_rectangle_021.png,x,1.5985,18,0,18,0,1,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,,,,,,,,,,,oval_rectangle_081.png,period,1.1547,19,0,19,0,1,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,,,,,,,,,,,oval_rectangle_101.png,period,1.1478,20,0,20,0,1,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,,,,,,,,,,,oval_rectangle_101.png,period,1.1573,21,0,21,0,1,,,
,,,,,,,,35,60fd22fd64eeb0991e35412a,2021-07-26_22h14.55.169,glasses,2021.1.4,MacIntel,60.0024001,1,,,,,,,,,,,oval_rectangle_011.png,x,1.1052,22,0,22,0,1,,,
