condition,glasses1,glasses2,begin_loop.thisRepN,begin_loop.thisTrialN,begin_loop.thisN,begin_loop.thisIndex,begin_loop.ran,participant,PROLIFIC_ID*,date,expName,psychopyVersion,OS,frameRate,session,similarity_resp.keys,similarity_resp.rt,bl_loop.thisRepN,bl_loop.thisTrialN,bl_loop.thisN,bl_loop.thisIndex,bl_loop.ran,ask_glasses,glasses_left_num,glasses_right_num,classification_glasses,class_resp.keys,class_resp.rt,class_loop.thisRepN,class_loop.thisTrialN,class_loop.thisN,class_loop.thisIndex,class_loop.ran,manipulation_check,key_resp_3.keys,key_resp_3.rt
upright_glasses,cateye_round_001.png,cateye_round_101.png,0,0,0,0,1,5,60ff8a5fbca520125412f19b,2021-07-26_22h10.58.154,glasses,2021.1.4,MacIntel,59.99880002,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5,60ff8a5fbca520125412f19b,2021-07-26_22h10.58.154,glasses,2021.1.4,MacIntel,59.99880002,1,x,6.8097,0,0,0,4,1,glasses1,8,10,,,,,,,,,,,
,,,,,,,,5,60ff8a5fbca520125412f19b,2021-07-26_22h10.58.154,glasses,2021.1.4,MacIntel,59.99880002,1,period,2.722,0,1,1,19,1,glasses2,2,4,,,,,,,,,,,
,,,,,,,,5,60ff8a5fbca520125412f19b,2021-07-26_22h10.58.154,glasses,2021.1.4,MacIntel,59.99880002,1,x,5.3871,0,2,2,16,1,glasses1,7,5,,,,,,,,,,,
,,,,,,,,5,60ff8a5fbca520125412f19b,2021-07-26_22h10.58.154,glasses,2021.1.4,MacIntel,59.99880002,1,period,1.5191,0,3,3,24,1,glasses2,3,5,,,,,,,,,,,
,,,,,,,,5,60ff8a5fbca520125412f19b,2021-07-26_22h10.58.154,glasses,2021.1.4,MacIntel,59.99880002,1,period,1.5599,0,4,4,10,1,glasses1,4,2,,,,,,,,,,,
,,,,,,,,5,60ff8a5fbca520125412f19b,2021-07-26_22h10.58.154,glasses,2021.1.4,MacIntel,59.99880002,1,x,1.2705,0,5,5,5,1,glasses1,1,3,,,,,,,,,,,
,,,,,,,,5,60ff8a5fbca520125412f19b,2021-07-26_22h10.58.154,glasses,2021.1.4,MacIntel,59.99880002,1,x,1.7558,0,6,6,25,1,glasses2,5,7,,,,,,,,,,,
,,,,,,,,5,60ff8a5fbca520125412f19b,2021-07-26_22h10.58.154,glasses,2021.1.4,MacIntel,59.99880002,1,period,2.8086,0,7,7,18,1,glasses2,0,2,,,,,,,,,,,
,,,,,,,,5,60ff8a5fbca520125412f19b,2021-07-26_22h10.58.154,glasses,2021.1.4,MacIntel,59.99880002,1,x,1.3141,0,8,8,29,1,glasses2,6,4,,,,,,,,,,,
,,,,,,,,5,60ff8a5fbca520125412f19b,2021-07-26_22h10.58.154,glasses,2021.1.4,MacIntel,59.99880002,1,x,1.4365,0,9,9,1,1,glasses1,2,4,,,,,,,,,,,
,,,,,,,,5,60ff8a5fbca520125412f19b,2021-07-26_22h10.58.154,glasses,2021.1.4,MacIntel,59.99880002,1,x,1.0887,0,10,10,6,1,glasses1,3,5,,,,,,,,,,,
,,,,,,,,5,60ff8a5fbca520125412f19b,2021-07-26_22h10.58.154,glasses,2021.1.4,MacIntel,59.99880002,1,period,4.0953,0,11,11,34,1,glasses2,7,5,,,,,,,,,,,
,,,,,,,,5,60ff8a5fbca520125412f19b,2021-07-26_22h10.58.154,glasses,2021.1.4,MacIntel,59.99880002,1,x,1.6286,0,12,12,28,1,glasses2,4,2,,,,,,,,,,,
,,,,,,,,5,60ff8a5fbca520125412f19b,2021-07-26_22h10.58.154,glasses,2021.1.4,MacIntel,59.99880002,1,period,2.3841,0,13,13,14,1,glasses1,3,1,,,,,,,,,,,
,,,,,,,,5,60ff8a5fbca520125412f19b,2021-07-26_22h10.58.154,glasses,2021.1.4,MacIntel,59.99880002,1,x,3.2193,0,14,14,27,1,glasses2,2,0,,,,,,,,,,,
,,,,,,,,5,60ff8a5fbca520125412f19b,2021-07-26_22h10.58.154,glasses,2021.1.4,MacIntel,59.99880002,1,period,1.8218,0,15,15,26,1,glasses2,7,9,,,,,,,,,,,
,,,,,,,,5,60ff8a5fbca520125412f19b,2021-07-26_22h10.58.154,glasses,2021.1.4,MacIntel,59.99880002,1,x,2.1278,0,16,16,7,1,glasses1,5,7,,,,,,,,,,,
