condition,glasses1,glasses2,begin_loop.thisRepN,begin_loop.thisTrialN,begin_loop.thisN,begin_loop.thisIndex,begin_loop.ran,participant,PROLIFIC_ID*,date,expName,psychopyVersion,OS,frameRate,session,similarity_resp.keys,similarity_resp.rt,bl_loop.thisRepN,bl_loop.thisTrialN,bl_loop.thisN,bl_loop.thisIndex,bl_loop.ran,ask_glasses,glasses_left_num,glasses_right_num,classification_glasses,class_resp.keys,class_resp.rt,class_loop.thisRepN,class_loop.thisTrialN,class_loop.thisN,class_loop.thisIndex,class_loop.ran,manipulation_check,key_resp_3.keys,key_resp_3.rt
upright_glasses,cateye_oval_001.png,cateye_oval_101.png,0,0,0,0,1,81,60fd79edac9f2a5bd19c2ece,2021-07-29_11h41.42.987,glasses,2021.1.4,MacIntel,58.82352941,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,81,60fd79edac9f2a5bd19c2ece,2021-07-29_11h41.42.987,glasses,2021.1.4,MacIntel,58.82352941,1,x,2.201,0,0,0,35,1,glasses2,9,7,,,,,,,,,,,
,,,,,,,,81,60fd79edac9f2a5bd19c2ece,2021-07-29_11h41.42.987,glasses,2021.1.4,MacIntel,58.82352941,1,x,1.652,0,1,1,31,1,glasses2,10,8,,,,,,,,,,,
,,,,,,,,81,60fd79edac9f2a5bd19c2ece,2021-07-29_11h41.42.987,glasses,2021.1.4,MacIntel,58.82352941,1,x,1.887,0,2,2,34,1,glasses2,7,5,,,,,,,,,,,
,,,,,,,,81,60fd79edac9f2a5bd19c2ece,2021-07-29_11h41.42.987,glasses,2021.1.4,MacIntel,58.82352941,1,period,1.723,0,3,3,25,1,glasses2,5,7,,,,,,,,,,,
,,,,,,,,81,60fd79edac9f2a5bd19c2ece,2021-07-29_11h41.42.987,glasses,2021.1.4,MacIntel,58.82352941,1,period,1.693,0,4,4,26,1,glasses2,7,9,,,,,,,,,,,
,,,,,,,,81,60fd79edac9f2a5bd19c2ece,2021-07-29_11h41.42.987,glasses,2021.1.4,MacIntel,58.82352941,1,period,4.034,0,5,5,28,1,glasses2,4,2,,,,,,,,,,,
,,,,,,,,81,60fd79edac9f2a5bd19c2ece,2021-07-29_11h41.42.987,glasses,2021.1.4,MacIntel,58.82352941,1,x,1.776,0,6,6,27,1,glasses2,2,0,,,,,,,,,,,
,,,,,,,,81,60fd79edac9f2a5bd19c2ece,2021-07-29_11h41.42.987,glasses,2021.1.4,MacIntel,58.82352941,1,x,1.584,0,7,7,33,1,glasses2,5,3,,,,,,,,,,,
,,,,,,,,81,60fd79edac9f2a5bd19c2ece,2021-07-29_11h41.42.987,glasses,2021.1.4,MacIntel,58.82352941,1,x,1.27,0,8,8,2,1,glasses1,4,6,,,,,,,,,,,
,,,,,,,,81,60fd79edac9f2a5bd19c2ece,2021-07-29_11h41.42.987,glasses,2021.1.4,MacIntel,58.82352941,1,period,1.607,0,9,9,9,1,glasses1,2,0,,,,,,,,,,,
,,,,,,,,81,60fd79edac9f2a5bd19c2ece,2021-07-29_11h41.42.987,glasses,2021.1.4,MacIntel,58.82352941,1,period,1.275,0,10,10,21,1,glasses2,6,8,,,,,,,,,,,
,,,,,,,,81,60fd79edac9f2a5bd19c2ece,2021-07-29_11h41.42.987,glasses,2021.1.4,MacIntel,58.82352941,1,period,1.405,0,11,11,19,1,glasses2,2,4,,,,,,,,,,,
,,,,,,,,81,60fd79edac9f2a5bd19c2ece,2021-07-29_11h41.42.987,glasses,2021.1.4,MacIntel,58.82352941,1,x,1.482,0,12,12,7,1,glasses1,5,7,,,,,,,,,,,
,,,,,,,,81,60fd79edac9f2a5bd19c2ece,2021-07-29_11h41.42.987,glasses,2021.1.4,MacIntel,58.82352941,1,period,1.259,0,13,13,17,1,glasses1,9,7,,,,,,,,,,,
,,,,,,,,81,60fd79edac9f2a5bd19c2ece,2021-07-29_11h41.42.987,glasses,2021.1.4,MacIntel,58.82352941,1,x,1.855,0,14,14,22,1,glasses2,8,10,,,,,,,,,,,
,,,,,,,,81,60fd79edac9f2a5bd19c2ece,2021-07-29_11h41.42.987,glasses,2021.1.4,MacIntel,58.82352941,1,x,1.42,0,15,15,5,1,glasses1,1,3,,,,,,,,,,,
,,,,,,,,81,60fd79edac9f2a5bd19c2ece,2021-07-29_11h41.42.987,glasses,2021.1.4,MacIntel,58.82352941,1,period,1.291,0,16,16,32,1,glasses2,3,1,,,,,,,,,,,
,,,,,,,,81,60fd79edac9f2a5bd19c2ece,2021-07-29_11h41.42.987,glasses,2021.1.4,MacIntel,58.82352941,1,period,2.718,0,17,17,20,1,glasses2,4,6,,,,,,,,,,,
,,,,,,,,81,60fd79edac9f2a5bd19c2ece,2021-07-29_11h41.42.987,glasses,2021.1.4,MacIntel,58.82352941,1,x,1.228,0,18,18,30,1,glasses2,8,6,,,,,,,,,,,
,,,,,,,,81,60fd79edac9f2a5bd19c2ece,2021-07-29_11h41.42.987,glasses,2021.1.4,MacIntel,58.82352941,1,period,2.041,0,19,19,13,1,glasses1,10,8,,,,,,,,,,,
