condition,glasses1,glasses2,begin_loop.thisRepN,begin_loop.thisTrialN,begin_loop.thisN,begin_loop.thisIndex,begin_loop.ran,participant,PROLIFIC_ID*,date,expName,psychopyVersion,OS,frameRate,session,similarity_resp.keys,similarity_resp.rt,bl_loop.thisRepN,bl_loop.thisTrialN,bl_loop.thisN,bl_loop.thisIndex,bl_loop.ran,ask_glasses,glasses_left_num,glasses_right_num,classification_glasses,class_resp.keys,class_resp.rt,class_loop.thisRepN,class_loop.thisTrialN,class_loop.thisN,class_loop.thisIndex,class_loop.ran,manipulation_check,key_resp_3.keys,key_resp_3.rt
face_upright_glasses,oval_square_001.png,oval_square_101.png,0,0,0,0,1,8,60ff7ebe658ea23ea81a847f,2021-07-27_00h11.53.463,glasses,2021.1.4,Win32,61.00164704,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8,60ff7ebe658ea23ea81a847f,2021-07-27_00h11.53.463,glasses,2021.1.4,Win32,61.00164704,1,period,10.5678,0,0,0,33,1,glasses2,5,3,,,,,,,,,,,
,,,,,,,,8,60ff7ebe658ea23ea81a847f,2021-07-27_00h11.53.463,glasses,2021.1.4,Win32,61.00164704,1,x,2.1059,0,1,1,5,1,glasses1,1,3,,,,,,,,,,,
,,,,,,,,8,60ff7ebe658ea23ea81a847f,2021-07-27_00h11.53.463,glasses,2021.1.4,Win32,61.00164704,1,x,2.3517,0,2,2,32,1,glasses2,3,1,,,,,,,,,,,
,,,,,,,,8,60ff7ebe658ea23ea81a847f,2021-07-27_00h11.53.463,glasses,2021.1.4,Win32,61.00164704,1,period,1.8251,0,3,3,24,1,glasses2,3,5,,,,,,,,,,,
,,,,,,,,8,60ff7ebe658ea23ea81a847f,2021-07-27_00h11.53.463,glasses,2021.1.4,Win32,61.00164704,1,period,1.6098,0,4,4,16,1,glasses1,7,5,,,,,,,,,,,
,,,,,,,,8,60ff7ebe658ea23ea81a847f,2021-07-27_00h11.53.463,glasses,2021.1.4,Win32,61.00164704,1,x,1.6626,0,5,5,4,1,glasses1,8,10,,,,,,,,,,,
,,,,,,,,8,60ff7ebe658ea23ea81a847f,2021-07-27_00h11.53.463,glasses,2021.1.4,Win32,61.00164704,1,x,1.6301,0,6,6,8,1,glasses1,7,9,,,,,,,,,,,
,,,,,,,,8,60ff7ebe658ea23ea81a847f,2021-07-27_00h11.53.463,glasses,2021.1.4,Win32,61.00164704,1,period,1.5083,0,7,7,19,1,glasses2,2,4,,,,,,,,,,,
,,,,,,,,8,60ff7ebe658ea23ea81a847f,2021-07-27_00h11.53.463,glasses,2021.1.4,Win32,61.00164704,1,x,1.9777,0,8,8,2,1,glasses1,4,6,,,,,,,,,,,
,,,,,,,,8,60ff7ebe658ea23ea81a847f,2021-07-27_00h11.53.463,glasses,2021.1.4,Win32,61.00164704,1,x,1.4148,0,9,9,3,1,glasses1,6,8,,,,,,,,,,,
